citation_name,date_signed,state,effective_date,expiration_date,prohibited_issuing_groups,vaccination_prohibition_groups,vaccination_requirement_details,vaccination_person_exact_term,vaccination_person_definition,vaccination_issuer_exact_term,vaccination_issuer_definition,vaccination_prohibition_exemptions
"N.H. HB 220 (July 23, 2021)",07/23/2021 12:00:00 AM,New Hampshire,07/23/2021 12:00:00 AM,,Government – school district,K-12 students,Prohibits requiring vaccination,[person],no further definition,[the state of New Hampshire or any political subdivision thereof],"including but not limited to counties, cities, towns, precincts, water districts, school districts, school administrative units, or quasi-public entities","[Mandates may be issued for healthcare workers, Allows healthcare providers to request documentation, Other (specify in notes)]"
"N.H. HB 220 (July 23, 2021)",07/23/2021 12:00:00 AM,New Hampshire,07/23/2021 12:00:00 AM,,Government – school district,School workers,Prohibits requiring vaccination,[person],no further definition,[the state of New Hampshire or any political subdivision thereof],"including but not limited to counties, cities, towns, precincts, water districts, school districts, school administrative units, or quasi-public entities","[Mandates may be issued for healthcare workers, Allows healthcare providers to request documentation, Other (specify in notes)]"
"N.H. HB 220 (July 23, 2021)",07/23/2021 12:00:00 AM,New Hampshire,07/23/2021 12:00:00 AM,,Government – governor,Congregate facility workers,Prohibits requiring vaccination,[person],no further definition,[the state of New Hampshire or any political subdivision thereof],"including but not limited to counties, cities, towns, precincts, water districts, school districts, school administrative units, or quasi-public entities","[Mandates may be issued for healthcare workers, Allows healthcare providers to request documentation, Other (specify in notes)]"
"N.H. HB 220 (July 23, 2021)",07/23/2021 12:00:00 AM,New Hampshire,07/23/2021 12:00:00 AM,,Government – governor,Government workers,Prohibits requiring vaccination,[person],no further definition,[the state of New Hampshire or any political subdivision thereof],"including but not limited to counties, cities, towns, precincts, water districts, school districts, school administrative units, or quasi-public entities","[Mandates may be issued for healthcare workers, Allows healthcare providers to request documentation, Other (specify in notes)]"
"N.H. HB 220 (July 23, 2021)",07/23/2021 12:00:00 AM,New Hampshire,07/23/2021 12:00:00 AM,,Government – governor,IHE students,Prohibits requiring vaccination,[person],no further definition,[the state of New Hampshire or any political subdivision thereof],"including but not limited to counties, cities, towns, precincts, water districts, school districts, school administrative units, or quasi-public entities","[Mandates may be issued for healthcare workers, Allows healthcare providers to request documentation, Other (specify in notes)]"
"N.H. HB 220 (July 23, 2021)",07/23/2021 12:00:00 AM,New Hampshire,07/23/2021 12:00:00 AM,,Government – governor,K-12 students,Prohibits requiring vaccination,[person],no further definition,[the state of New Hampshire or any political subdivision thereof],"including but not limited to counties, cities, towns, precincts, water districts, school districts, school administrative units, or quasi-public entities","[Mandates may be issued for healthcare workers, Allows healthcare providers to request documentation, Other (specify in notes)]"
"N.H. HB 220 (July 23, 2021)",07/23/2021 12:00:00 AM,New Hampshire,07/23/2021 12:00:00 AM,,Government – governor,Long-term care facility workers,Prohibits requiring vaccination,[person],no further definition,[the state of New Hampshire or any political subdivision thereof],"including but not limited to counties, cities, towns, precincts, water districts, school districts, school administrative units, or quasi-public entities","[Mandates may be issued for healthcare workers, Allows healthcare providers to request documentation, Other (specify in notes)]"
"N.H. HB 220 (July 23, 2021)",07/23/2021 12:00:00 AM,New Hampshire,07/23/2021 12:00:00 AM,,Government – governor,Patrons of businesses,Prohibits requiring vaccination,[person],no further definition,[the state of New Hampshire or any political subdivision thereof],"including but not limited to counties, cities, towns, precincts, water districts, school districts, school administrative units, or quasi-public entities","[Mandates may be issued for healthcare workers, Allows healthcare providers to request documentation, Other (specify in notes)]"
"N.H. HB 220 (July 23, 2021)",07/23/2021 12:00:00 AM,New Hampshire,07/23/2021 12:00:00 AM,,Government – governor,Private business employees,Prohibits requiring vaccination,[person],no further definition,[the state of New Hampshire or any political subdivision thereof],"including but not limited to counties, cities, towns, precincts, water districts, school districts, school administrative units, or quasi-public entities","[Mandates may be issued for healthcare workers, Allows healthcare providers to request documentation, Other (specify in notes)]"
"N.H. HB 220 (July 23, 2021)",07/23/2021 12:00:00 AM,New Hampshire,07/23/2021 12:00:00 AM,,Government – governor,School workers,Prohibits requiring vaccination,[person],no further definition,[the state of New Hampshire or any political subdivision thereof],"including but not limited to counties, cities, towns, precincts, water districts, school districts, school administrative units, or quasi-public entities","[Mandates may be issued for healthcare workers, Allows healthcare providers to request documentation, Other (specify in notes)]"
"N.H. HB 220 (July 23, 2021)",07/23/2021 12:00:00 AM,New Hampshire,07/23/2021 12:00:00 AM,,Government – governor,Visitors to government buildings,Prohibits requiring vaccination,[person],no further definition,[the state of New Hampshire or any political subdivision thereof],"including but not limited to counties, cities, towns, precincts, water districts, school districts, school administrative units, or quasi-public entities","[Mandates may be issued for healthcare workers, Allows healthcare providers to request documentation, Other (specify in notes)]"
"N.H. HB 220 (July 23, 2021)",07/23/2021 12:00:00 AM,New Hampshire,07/23/2021 12:00:00 AM,,Government – health department,Congregate facility workers,Prohibits requiring vaccination,[person],no further definition,[the state of New Hampshire or any political subdivision thereof],"including but not limited to counties, cities, towns, precincts, water districts, school districts, school administrative units, or quasi-public entities","[Mandates may be issued for healthcare workers, Allows healthcare providers to request documentation, Other (specify in notes)]"
"N.H. HB 220 (July 23, 2021)",07/23/2021 12:00:00 AM,New Hampshire,07/23/2021 12:00:00 AM,,Government – health department,Government workers,Prohibits requiring vaccination,[person],no further definition,[the state of New Hampshire or any political subdivision thereof],"including but not limited to counties, cities, towns, precincts, water districts, school districts, school administrative units, or quasi-public entities","[Mandates may be issued for healthcare workers, Allows healthcare providers to request documentation, Other (specify in notes)]"
"N.H. HB 220 (July 23, 2021)",07/23/2021 12:00:00 AM,New Hampshire,07/23/2021 12:00:00 AM,,Government – health department,IHE students,Prohibits requiring vaccination,[person],no further definition,[the state of New Hampshire or any political subdivision thereof],"including but not limited to counties, cities, towns, precincts, water districts, school districts, school administrative units, or quasi-public entities","[Mandates may be issued for healthcare workers, Allows healthcare providers to request documentation, Other (specify in notes)]"
"N.H. HB 220 (July 23, 2021)",07/23/2021 12:00:00 AM,New Hampshire,07/23/2021 12:00:00 AM,,Government – health department,K-12 students,Prohibits requiring vaccination,[person],no further definition,[the state of New Hampshire or any political subdivision thereof],"including but not limited to counties, cities, towns, precincts, water districts, school districts, school administrative units, or quasi-public entities","[Mandates may be issued for healthcare workers, Allows healthcare providers to request documentation, Other (specify in notes)]"
"N.H. HB 220 (July 23, 2021)",07/23/2021 12:00:00 AM,New Hampshire,07/23/2021 12:00:00 AM,,Government – health department,Long-term care facility workers,Prohibits requiring vaccination,[person],no further definition,[the state of New Hampshire or any political subdivision thereof],"including but not limited to counties, cities, towns, precincts, water districts, school districts, school administrative units, or quasi-public entities","[Mandates may be issued for healthcare workers, Allows healthcare providers to request documentation, Other (specify in notes)]"
"N.H. HB 220 (July 23, 2021)",07/23/2021 12:00:00 AM,New Hampshire,07/23/2021 12:00:00 AM,,Government – health department,Patrons of businesses,Prohibits requiring vaccination,[person],no further definition,[the state of New Hampshire or any political subdivision thereof],"including but not limited to counties, cities, towns, precincts, water districts, school districts, school administrative units, or quasi-public entities","[Mandates may be issued for healthcare workers, Allows healthcare providers to request documentation, Other (specify in notes)]"
"N.H. HB 220 (July 23, 2021)",07/23/2021 12:00:00 AM,New Hampshire,07/23/2021 12:00:00 AM,,Government – health department,Private business employees,Prohibits requiring vaccination,[person],no further definition,[the state of New Hampshire or any political subdivision thereof],"including but not limited to counties, cities, towns, precincts, water districts, school districts, school administrative units, or quasi-public entities","[Mandates may be issued for healthcare workers, Allows healthcare providers to request documentation, Other (specify in notes)]"
